TITLE     = "Particles in 3D"
VARIABLES = "X" "Y" "Z" "UP" "VP" "WP" "MASS" "WT" "WTD" "DPM" "XN" "YN" "ZN" "SRCNUM
ZONE T="     0.0 seconds"
I=         4, J=1, K=1,F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
   134.907    55.608     0.628    -0.232    -0.376    -0.050  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    52.691    51.409     0.632    -0.155    -0.301    -0.232  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    40.306    55.149     2.034     0.204    -0.596     0.187  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   114.258    58.969     0.243     0.381     1.369    -0.029  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   112.694    52.665     1.335    -0.541     0.832    -0.124  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   119.257    50.042     1.816     0.278    -0.567     0.199  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    69.916    48.876     2.054     0.479    -0.525     0.204  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   117.075    48.441     4.391    -0.602    -0.475     0.577  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    70.569    50.875     0.959    -0.061     0.224     0.083  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   121.102    53.130     1.988     0.477    -0.644     0.448  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    70.902    53.866     1.089    -0.056    -0.314     0.400  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    70.502    58.320     0.465    -0.202     0.687    -0.004  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    48.767    52.071     2.196    -0.376     0.756     0.283  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    95.808    51.932     0.514     0.666     1.157     0.140  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   122.335    56.633     0.648    -0.466     0.806     0.035  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    79.671    54.960     1.645    -0.565     0.298     0.545  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    54.904    49.932     2.571    -0.289    -0.143    -0.134  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   114.950    52.054     1.299    -0.012     0.100    -0.187  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   103.759    55.173     2.351     0.588     0.622    -0.344  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    40.611    58.878     1.173    -0.187     0.738    -0.001  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    56.995    54.715     1.852    -0.121    -0.506     0.845  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    94.542    57.044     0.544     0.443     0.683    -0.213  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   130.914    57.133     0.499    -0.114    -0.141     0.243  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    75.476    53.415     2.085     0.907     0.076     0.125  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    83.659    54.217     0.932     0.105    -0.950     0.424  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    38.663    56.225     2.769    -0.102     0.349     0.261  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   127.201    52.059     1.007    -0.128    -0.742    -0.112  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   117.144    50.288     1.972     0.511    -0.161     0.138  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    43.262    55.402     1.313    -0.074    -0.283    -0.236  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    98.948    55.503     1.524     0.033     0.571    -0.008  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    51.222    53.502     1.022    -0.736     0.612     0.128  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    62.564    57.115     0.192    -0.188    -0.052     0.094  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   121.601    52.707     1.781     0.136    -0.164    -0.170  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   122.289    54.032     1.751    -0.553    -0.442    -0.217  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    80.544    58.472     1.945    -0.186     1.482    -0.111  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   122.878    53.402     1.866    -0.147     0.430    -0.097  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   109.182    55.344     0.471     0.062    -1.012     0.133  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    61.081    51.553     3.099    -0.809    -0.136     0.300  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    62.896    51.923     0.887    -0.285    -0.595     0.357  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    66.705    48.877     2.691     0.584    -0.569     0.810  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    62.723    52.668     0.411     0.084    -0.563    -0.205  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    94.733    56.179     1.678     0.222     0.086    -0.295  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    54.564    53.437     2.468     0.038    -0.163     0.169  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    39.033    57.120     0.752     0.308    -0.341    -0.060  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   110.496    54.850     1.100     0.252     0.175    -0.334  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    59.389    50.799     1.603    -0.311    -0.756     0.445  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    63.148    54.148     0.742    -0.051     0.317    -0.023  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    83.458    56.906     1.476     0.176     0.061     0.126  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    72.417    55.077     0.985    -0.640    -0.344     0.130  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    98.340    58.011     1.664    -0.151     0.653     0.734  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   128.062    56.740     0.440    -0.215     0.468    -0.195  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    37.576    55.109     2.219     0.361    -0.376     0.962  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    78.068    53.417     0.734     0.115    -0.289    -0.019  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    75.006    55.137     0.197     0.524     0.100    -0.070  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   128.986    57.601     0.819    -0.256    -0.092    -0.056  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    95.611    52.153     1.210     0.717    -0.685     0.173  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    70.449    54.341     1.231    -0.520     0.221     0.464  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    94.113    57.639     0.327     0.569    -0.204     0.240  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    37.263    53.859     0.644     1.023     0.502    -0.272  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   132.830    53.795     0.966     0.042    -0.138    -0.143  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   111.434    51.998     1.154     0.363     0.303    -0.556  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   134.671    54.603     1.257     0.025    -0.044     0.449  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   128.253    54.531     3.150     0.392     0.081     0.336  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    88.195    53.878     2.130    -0.927     0.418     0.307  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    96.768    56.334     0.449    -0.882     0.191     0.045  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   127.690    60.184     0.802     0.171     1.074    -0.249  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   109.337    55.222     0.767    -0.372    -0.171     0.169  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    36.764    57.408     3.167     0.068     0.144     0.863  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   105.632    55.259     0.513     0.185     1.279    -0.466  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   107.490    57.831     1.928     0.095     0.419    -0.136  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    54.138    57.534     0.515    -0.365     0.082    -0.063  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   126.463    52.068     1.447     0.325    -0.486    -0.035  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    65.903    55.782     0.577     0.095     0.243     0.573  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    83.573    56.542     2.410    -0.226     0.488     0.806  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    51.388    58.602     2.258    -0.262     1.454     0.296  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    99.915    53.841     1.944    -0.589    -0.479     0.110  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    77.134    53.963     1.663     0.205     0.058    -0.047  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    97.362    55.408     1.098    -0.009    -0.355     0.224  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    77.050    55.478     1.163    -0.323     0.456    -0.026  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   127.531    55.464     1.720     0.170    -0.263     0.531  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    77.701    55.899     0.538     0.853     0.490     0.065  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   121.684    51.668     1.483     0.487    -0.440     0.357  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    93.263    54.783     0.235    -0.189    -0.385    -0.183  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    95.974    56.089     1.182    -0.001     0.782     0.230  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   113.430    52.777     2.484    -0.157     0.874     0.306  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   105.664    52.788     0.476     0.045     0.233     0.223  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    42.572    57.192     3.627    -0.028    -0.279     1.265  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   123.848    56.249     0.325    -0.223     0.674    -0.065  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    86.540    55.502     2.323     0.335    -0.094     0.143  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    44.654    55.050     1.393    -0.212     0.758    -0.777  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   124.154    52.062     1.431    -0.317    -0.341     0.449  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    91.334    54.660     1.515     0.066     0.619    -0.370  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    79.473    52.685     2.654     0.703     0.815     0.216  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    36.737    51.974     0.764    -0.721    -0.482     0.104  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    77.317    54.295     1.565    -0.922     0.404    -0.252  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   116.744    55.926     0.435    -0.483     0.753     0.435  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    94.953    59.112     0.298     0.278     1.528    -0.125  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    53.515    51.130     1.182     0.351    -0.724     0.022  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    97.794    52.603     1.621    -0.699     0.039    -0.147  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   118.207    53.438     0.812     0.341    -0.059     0.040  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   107.038    55.186     0.848     1.286     0.082     0.145  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    90.645    53.074     2.401    -0.249     0.320     0.308  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    71.564    50.206     2.226    -0.241    -0.519     0.423  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    52.524    55.226     0.987     0.095     0.855     0.055  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    94.494    56.992     1.604     0.747    -0.052     0.057  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    41.543    60.466     1.027     0.404     0.054     0.526  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   116.017    53.662     1.186    -0.579    -0.431     0.529  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   119.638    53.679     0.941    -0.203    -0.176     0.086  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   123.300    56.568     0.792    -0.520     0.504    -0.278  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    68.863    53.375     2.413     0.545    -0.701     0.251  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    37.625    55.513     2.514     0.504     1.213    -0.015  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   100.175    59.350     0.113     0.035     0.775    -0.282  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    94.699    52.817     1.392    -0.054    -0.545    -0.338  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    70.086    57.157     0.651     0.456    -0.150    -0.009  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    65.575    56.875     1.191     0.793     0.572    -0.178  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    62.610    53.383     1.925    -0.524     0.369    -0.271  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    87.929    60.256     0.271     0.028    -0.192     0.444  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   129.351    55.509     0.767    -0.276    -0.963    -0.852  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    52.055    52.389     2.156    -0.297    -0.612    -0.062  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    63.160    56.378     0.213    -0.331     1.684    -0.127  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    68.951    56.601     0.668     1.022    -0.692     0.145  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   102.407    51.793     2.433    -0.310     0.736     0.163  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   121.869    56.246     0.844     0.592     0.750    -0.068  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    51.062    56.273     1.609     0.456    -0.344     0.344  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    47.790    52.894     2.194     0.632    -0.871    -0.069  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   110.188    59.601     0.301    -0.417     0.752    -0.122  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    49.593    57.058     0.706    -0.414    -0.936     0.064  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    72.693    56.372     0.453    -0.596     0.089    -0.100  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
   135.333    54.499     0.711     0.693     0.413    -0.740  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
    88.939    54.597     1.089     0.691     0.215     0.234  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        1.
