TITLE     = "Particles in 3D"
VARIABLES = "X" "Y" "Z" "UP" "VP" "WP" "MASS" "WT" "WTD" "DPM" "XN" "YN" "ZN" "SRCNUM
ZONE T="     0.0 seconds"
I=         4, J=1, K=1,F=POINT
DT=(SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE)
    78.826   100.833     0.755     0.324     0.151    -0.043  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    45.530   101.332     0.326     1.665     0.066    -0.447  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   111.384   100.373     0.643     0.590     0.442    -0.240  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   130.135   104.775     1.185    -0.062    -0.123     0.674  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    87.458   104.725     1.500    -0.741    -0.023     0.344  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   123.183    99.707     2.163     0.015     0.127     0.166  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    44.853   103.612     1.098    -0.513     0.340     0.119  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    89.379    99.460     0.451     0.298    -0.554    -0.003  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    86.641   100.095     1.108     0.356     0.240    -0.063  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    46.427   104.084     1.465     0.619     0.190     0.124  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    75.112    99.660     1.096    -0.604     0.131    -0.488  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    89.803    98.927     2.427    -0.567    -1.872     0.894  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    48.637   101.923     0.537    -0.221    -0.407    -0.059  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    62.672   102.629     1.954    -0.048    -0.757     0.048  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    74.580   101.611     1.540    -0.293    -0.320     0.141  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    79.686   104.064     0.404     0.713    -0.056     0.437  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    46.697   104.060     0.913     0.348     0.320    -0.357  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    89.437   103.062     1.221    -0.106    -0.475    -0.460  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   108.812    99.675     1.567     0.151    -0.763     0.120  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    88.640   103.991     2.166    -0.452    -1.288    -0.103  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    83.759   103.637     0.573    -0.405     1.014     0.208  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    87.271   104.349     1.066    -0.131    -0.402    -0.088  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   106.489   102.556     0.678    -0.428    -0.779     0.078  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    50.800   100.688     0.994    -0.231     1.142    -0.392  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   134.069    99.826     0.782    -0.491    -0.125     0.538  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   121.268   102.474     1.807    -0.376     0.249     0.000  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    60.837   100.241     0.710     0.422     0.867     0.346  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    61.972   102.382     1.410    -0.195     0.642     0.186  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    39.958   100.336     1.428    -0.634    -0.129    -0.305  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    70.914   103.992     1.562     0.361     0.057     0.789  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    46.798   100.017     1.878     0.519     0.552     0.118  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   104.781   103.260     1.552     0.204    -0.525    -0.722  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   128.219   100.957     1.445    -0.260     0.267    -0.154  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   122.799   101.357     0.368    -0.867    -0.195     0.208  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    97.831   102.356     1.366     0.601     0.372    -0.202  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   120.484   104.795     0.458    -0.574    -0.365     0.196  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    95.007   100.764     1.551    -0.535    -0.660    -0.113  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   112.731   104.103     0.817    -0.091    -0.079     0.059  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    86.361    99.990     1.913     0.000     0.073     0.316  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   110.952    99.860     0.551     0.366    -0.382     0.321  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   130.506   103.948     0.239    -0.039    -0.050    -0.062  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   118.029   104.106     1.876     0.252    -0.535    -0.049  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    51.319   103.850     0.280     0.291     0.437     0.058  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    71.291   100.893     2.141     0.106     0.921     0.508  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    69.574   101.482     1.140     0.616    -0.328     0.481  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   110.122   100.038     0.400    -0.358    -0.924    -0.213  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   129.926   102.238     1.325    -0.232     0.207     0.060  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
   116.400   104.735     1.149     0.583     0.540     0.794  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    96.934   101.451     0.249     0.871     0.509     0.074  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        2.
    62.208    87.482     0.730    -1.369    -0.849    -0.180  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.391    71.944     2.067    -0.556    -0.185     0.289  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.516   102.485     1.530     0.126    -0.321     0.193  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.579    38.698     0.720    -0.035     0.206    -0.339  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    67.479    73.008     0.130     0.363     0.242     0.327  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.892    28.049     3.603    -0.300    -1.118     0.160  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.460   109.493     0.939     0.315    -0.903     0.551  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.576   104.612     0.699     0.933    -0.101    -0.186  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.061    77.184     2.969    -0.746    -0.110    -0.185  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.568   114.560     0.482     0.514     0.576    -0.451  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.157    97.069     2.277    -0.262     0.004    -0.022  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.954    45.989     3.036    -0.152    -0.708     0.497  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    56.881    59.484     1.654    -1.005     0.750    -0.092  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    67.059    34.059     0.972     0.369     1.958    -0.262  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.175    30.219     0.179     0.076     0.673     0.224  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.647    42.185     1.017    -0.020     1.067    -0.053  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.189   109.816     2.130     0.844    -0.700     0.219  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.687    92.016     1.402    -0.457    -0.940     0.471  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    68.188    56.970     0.327     1.038     0.779    -0.113  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.440    46.516     2.380    -0.761    -0.679    -0.222  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.113    88.737     0.623    -0.217     0.030     0.092  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.126    46.721     3.515     0.140    -0.088     0.351  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.266    87.768     0.149    -0.081     0.114     0.338  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.400    55.903     1.926     0.245    -0.076     0.335  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.353    51.368     1.201     0.117     0.001     0.340  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.318    31.408     1.275     0.220     0.136    -0.191  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.407   104.889     1.167    -0.136    -0.345    -0.122  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.670    57.793     1.656    -1.095     0.136     0.782  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.353   104.944     1.347     0.427     0.518     0.040  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.015    33.582     2.323    -0.198    -0.156     0.245  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.734    43.373     1.834    -0.113     0.331    -0.005  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.081    81.179     0.548    -0.109     0.096     0.347  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.813    70.587     0.113    -0.079     0.149     0.245  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.933    58.776     0.330    -0.362    -0.023    -0.223  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.377   105.397     1.348     0.831     0.036    -0.004  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.708    36.750     1.309     0.333     0.026    -0.123  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.362    63.698     1.868     0.212    -0.010    -0.170  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.022    47.228     1.654    -0.407     0.083    -0.051  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.765    79.289     0.847    -0.341     0.015     0.304  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.725    46.758     1.887     0.552    -1.583     0.391  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.205    33.838     1.154     0.167    -0.431     0.164  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.039   110.949     0.719    -0.378    -0.421    -0.553  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.641    82.426     1.185    -0.185    -0.289    -0.380  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.463    55.820     2.288    -0.347     0.142    -0.288  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.811    85.848     1.426     0.160     0.640     0.005  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.663   101.047     3.049     0.426    -0.065     0.220  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.193   108.036     0.740    -0.528    -0.278    -0.177  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.331    44.361     2.821     0.337    -0.872     0.447  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.494    80.410     3.161     0.366    -0.516    -0.178  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.465    73.245     2.770     0.083    -0.484     0.346  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.015    57.281     1.382    -0.210    -0.056     0.728  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.547   100.084     0.113     0.090     0.921     0.074  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    66.179    90.091     2.947     0.518    -0.875     0.568  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    66.648    98.242     0.622     1.606     0.409    -0.040  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.256   120.422     1.844    -0.244    -0.242    -0.399  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.594    90.285     0.668    -0.266    -0.148     0.026  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.510    70.458     0.246    -0.101     0.647     0.316  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.640    74.485     1.069     0.135     0.653     0.331  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.664    25.481     2.578     0.515    -0.490     0.396  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.660   111.417     3.972    -1.101    -0.948     0.254  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.099    81.245     1.753    -0.905     0.048     0.396  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.994   117.836     0.462    -0.576    -1.148     0.304  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    67.735    66.489     0.966     0.593     0.348    -0.467  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.178   100.013     0.618    -0.255     0.406     0.325  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.079    37.382     0.629     0.389    -1.004     0.196  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.324   122.026     0.379     0.753     0.099     0.371  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.283    31.664     1.179     0.525     0.503     0.028  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.601   107.384     1.955     0.124     0.077     0.845  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.714   113.457     0.135     0.394     0.176    -0.111  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.695   114.732     0.503     0.183    -0.509    -0.053  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.931    58.293     1.122     0.042     0.284    -0.010  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.287    35.595     3.352     0.278    -1.480     0.418  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    67.068    49.975     1.613     1.196    -0.138     0.255  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.228   112.334     0.825    -0.188     0.501    -0.155  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.861    59.268     1.963     0.403    -0.870    -0.157  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.178    80.355     0.149     0.630     0.779     0.470  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.013    96.790     2.052     0.068    -0.037     0.447  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.930    97.127     2.026     0.248    -0.267     0.475  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    58.048    43.865     2.618    -0.708     1.338     0.294  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.860   106.524     1.474    -0.310     0.424     0.298  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.448    46.673     0.530    -0.160    -0.140     0.084  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.816    62.396     0.298    -0.956     0.002    -0.190  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.069    35.857     0.302     0.405    -0.361     0.260  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    58.945   107.882     0.829    -0.285     0.249    -0.094  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.103    33.713     0.505     0.871     0.100     0.101  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.664    88.550     0.559    -0.610    -0.950     0.524  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.243    96.129     2.343    -0.141     0.128     0.677  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.689   106.567     0.199    -0.739     1.344     0.104  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.943   107.093     0.213    -0.007    -1.491    -0.080  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.722    49.588     2.096    -0.048    -0.157    -0.049  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.555    62.818     0.201     0.546     0.509    -0.066  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.589    69.835     2.571     0.862    -0.315     0.229  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.253    45.129     0.587    -0.548     0.757    -0.412  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    58.783    45.071     0.456     0.120     1.272    -0.563  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.405    79.121     2.772     0.459    -0.591     0.478  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.859    47.973     2.974    -0.234    -0.266     0.106  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.192    35.799     0.519    -0.210     0.964    -0.044  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    67.119    67.276     1.019     0.841    -0.124     0.843  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.085    33.874     0.801    -0.214    -0.050    -0.015  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.657    57.612     2.334     0.550    -0.397     0.351  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.987   111.614     2.571     0.103     0.157    -0.331  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.226   100.709     0.672     0.007    -0.363    -0.062  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.289   111.317     1.091    -0.535     0.390    -0.235  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.795    89.737     1.302    -0.612     0.317     0.620  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.078    44.887     1.986     0.012    -0.105     0.006  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.312    79.879     0.831    -0.272    -0.521     1.093  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.961    22.821     3.621     0.784     0.208     0.352  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.821    95.968     0.459    -0.667     0.772     0.215  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.674   121.649     3.053     0.568    -0.586     0.590  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.404    59.392     0.156     0.252     0.385    -0.153  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.918    88.860     0.786    -0.906     0.011    -0.128  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    58.004    86.219     2.310    -1.065    -0.891     0.976  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.434    89.996     3.873    -0.345    -0.507     0.279  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.669   107.103     0.548    -0.597     0.673    -0.193  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.948   106.737     0.490     0.188    -0.289     0.188  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.420    70.224     2.727    -0.380    -0.339     0.227  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.669    62.179     0.216     0.364     0.353     0.143  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.614   106.509     1.473     0.073     0.272     0.538  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.418    59.872     1.347     0.083    -0.498     0.609  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.739    44.709     0.214    -0.247     0.393     0.247  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.992    25.022     0.937    -0.605     0.768    -0.847  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    58.664    56.011     1.305    -0.560     0.073    -0.238  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.748    91.823     0.658    -0.878    -0.467    -0.059  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.307   120.831     0.377    -0.145     0.614    -0.136  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.632    65.205     1.357    -0.402    -0.843    -0.123  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.720    40.608     1.764     0.007     0.031    -0.114  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.224    81.420     0.256     0.052     0.469     0.655  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.544    82.945     0.202    -0.888     0.037     0.176  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.430    69.662     0.512     0.003     0.119    -0.596  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.996    30.923     1.091    -0.033     0.328     0.017  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.193   124.598     0.367    -0.169    -0.115     0.015  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.765    63.682     0.301     0.749     1.297    -0.223  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.588   109.617     0.339     0.173     0.357     0.706  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.960    69.552     0.834    -0.615    -0.310     0.386  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    65.982   122.116     0.952     0.056    -0.134     0.245  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.432   119.474     0.302    -0.042     1.241    -0.937  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.652    43.002     0.513    -1.205    -0.871     0.058  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.143    66.939     1.838    -0.445     0.306     0.245  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.085   102.825     0.327     0.046     0.408    -0.097  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.857    66.653     0.254     0.283    -0.617    -0.220  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.660    26.478     1.246     0.027    -0.186    -0.015  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.860   122.734     0.149     0.006    -0.205    -0.278  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    62.534    75.134     1.552     0.185     0.093     0.024  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.111   117.427     0.531     0.316    -0.127    -0.067  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    60.187    27.712     0.257     0.016    -0.013    -0.063  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.326    39.556     2.751     0.449    -0.496     0.238  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.140    83.097     0.157     0.206    -0.112     0.310  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    67.062    39.981     0.178     1.048    -0.429    -0.637  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    63.430   112.328     0.746     0.067     0.425     0.147  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    61.171   109.955     2.469     0.008    -0.322     0.360  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    59.870    86.999     1.204    -1.273    -0.092     0.555  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
    64.756    94.805     0.949    -0.284     0.230     0.201  0.2000E-01 1.0000000 1.0000000   0.000 99999.000 99999.000 99999.000        3.
